editors,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,clustering_coifficient
122.90.104.211,0.0,1.94203807960505e-27,0.0,0.0,0.0
Andrew Gray,0.04106427312069242,0.04051264781487595,0.4155883903664355,0.002391184149807145,0.23943818306010928
Shahriar70,0.0,1.94203807960505e-27,0.0,0.0,0.0
Anna Mayerhof,3.205641929796442e-05,7.84688772199977e-05,0.2791963706756996,0.0,0.0
A51303p,3.205641929796442e-05,5.365998975667605e-05,0.2714341510995591,0.0,0.0
Sturm,0.003526206122776086,0.004714217702936963,0.3547515349558576,3.2294378222260964e-05,0.5279399499582986
109.67.27.150,0.0,1.94203807960505e-27,0.0,0.0,0.0
Minus38,6.411283859592884e-05,8.942973374623933e-05,0.2847815936306206,0.0,1.0
Rédacteur Tibet,0.0004167334508735374,0.0006665507281128773,0.3108536840949815,1.2800596162222615e-07,0.6666666666666666
Arcneon,3.205641929796442e-05,7.342811578757941e-05,0.27135414201558333,0.0,0.0
Pldx1,6.411283859592884e-05,1.2609831252282957e-06,0.22984817108163216,0.0,1.0
Thibaut120094,0.03798685686808784,0.046094163471606,0.413055499206394,0.00051864824926526,0.34681263542023033
Postituvi,9.616925789389326e-05,0.00024531318084949433,0.29204295397473745,0.0,1.0
Theomanou,3.205641929796442e-05,7.090726838966984e-05,0.28558775638290673,0.0,0.0
Hugitt,3.205641929796442e-05,7.444001102416915e-06,0.23870357610418128,0.0,0.0
Borgatya,0.003622375380669979,0.004695072184906809,0.32988317427474145,8.61414016802114e-06,0.8784766118836915
Meb89,0.00032056419297964416,0.0005919338868476037,0.30415646471710917,1.9280438213542711e-07,0.7111111111111111
Pasztilla,0.01211732649463055,0.007580075571934211,0.34283382104198634,0.0002500894683736276,0.46855570993502027
146.96.252.3,0.006218945343805097,0.00843929211657385,0.3535197785021811,0.0,1.0
Beeyan,0.0019554415771758293,0.003181335778090047,0.3627009044906971,3.551926345255732e-05,0.5950819672131148
Pampuco,0.0002885077736816798,0.0003291376194840095,0.299286467408778,2.0004531172767693e-07,0.4444444444444444
Ipigott,0.0010258054175348614,0.0015127969218854769,0.3433186064122014,2.8032082809997632e-06,0.8165322580645161
90.161.27.66,0.0,1.94203807960505e-27,0.0,0.0,0.0
134.96.191.252,0.0,1.94203807960505e-27,0.0,0.0,0.0
MPF,0.018240102580541755,0.031168035543424216,0.3738333631757637,0.00012596048998817736,0.7668011584445159
Diademodon,3.205641929796442e-05,4.092884399871337e-05,0.2748923842217014,0.0,0.0
Gretarsson,0.0013143131912165412,0.0016486637687430764,0.33140722691962754,0.00023047199260060026,0.4353658536585366
Asav,0.006379227440294919,0.007602524199693622,0.3674176508248517,4.337000462484499e-05,0.6417948327496066
Josve05a,0.026799166533098252,0.041634116010166894,0.40626529608610795,0.0002446843538071315,0.5753201730510271
84.190.87.122,0.0,1.94203807960505e-27,0.0,0.0,0.0
91.9.127.198,3.205641929796442e-05,7.090726838966984e-05,0.28558775638290673,0.0,0.0
Bokareis,0.0,1.94203807960505e-27,0.0,0.0,0.0
113.161.220.14,3.205641929796442e-05,7.726668153123848e-05,0.2865768080970583,0.0,0.0
Manzomanen,0.0,1.94203807960505e-27,0.0,0.0,0.0
Tushyk,0.0,1.94203807960505e-27,0.0,0.0,0.0
B,0.008719346049046322,0.010834910728245856,0.3732901751575652,0.00013628611400397093,0.7147004558280877
SvenDK,0.00019233851578778652,0.00034084081151020845,0.3029802473471766,6.941327917873305e-09,0.7333333333333333
Shisha-Tom,0.0,1.94203807960505e-27,0.0,0.0,0.0
Kmhkmh,0.004744350056098734,0.00579291165668155,0.3556709798459539,2.716784595074035e-05,0.9035668321382607
TimK MSI,0.0002885077736816798,0.000617848222247314,0.30499621199683613,1.5643239880944575e-07,0.8055555555555556
Сергап,0.0,1.94203807960505e-27,0.0,0.0,0.0
Djiboun,0.0024362878666452955,0.003312349471522564,0.33161614404579076,2.045059667517705e-06,0.6389473684210526
Eleferen,0.00022439493508575093,0.0002509046291751838,0.3053249716294576,1.2268737283216316e-06,0.8571428571428571
Ochkarik,0.0,1.94203807960505e-27,0.0,0.0,0.0
Runner1928,0.006443340278890848,0.008447789570560147,0.38285060557366807,5.978725973853718e-05,0.48407960199004973
FERNANDES Gilbert,3.205641929796442e-05,1.9110591636947673e-05,0.264966007831848,0.0,0.0
Gampe,0.0004167334508735374,0.0005737891786857281,0.320169339299648,7.079915764830732e-06,0.5384615384615384
69.251.237.228,0.0,1.94203807960505e-27,0.0,0.0,0.0
Esceptic0,3.205641929796442e-05,8.788019300410808e-05,0.2828782853253458,0.0,0.0
Dcflyer,0.002981246994710691,0.0036917571872803062,0.35561945655824767,0.00018925742589621293,0.5229079008882656
Jmabel,0.022471549927873057,0.01695727111860161,0.3892585422056557,0.0016451623925299002,0.1825229264316283
Justus Nussbaum,0.015771758294598492,0.02977647830479686,0.38810978265235846,1.2697427491017727e-05,0.964176311824218
Vogone,0.056194903029331625,0.05028988344421378,0.41804177020398503,0.0037133580248795103,0.18378344234410937
CRConrad,0.00019233851578778652,0.000397481112530533,0.29153428247081625,0.0,1.0
Olaf2,3.205641929796442e-05,6.082784342667153e-05,0.2880451298782422,0.0,0.0
Allixpeeke,3.205641929796442e-05,7.090726838966984e-05,0.28558775638290673,0.0,0.0
Susannaanas,0.007725597050809424,0.008770434947883906,0.36839787232672716,0.00020740215157972967,0.3955394190871369
Hannes Röst,0.015932040391088316,0.012505900818981518,0.3933123081327805,0.0004970999329278778,0.22720192120464724
Zezen,0.00012822567719185767,0.00017458105262671653,0.29654683771409335,1.667776283443969e-06,0.3333333333333333
DCDuring,3.205641929796442e-05,2.0255260278436967e-07,0.21348231858242403,0.0,0.0
Ipr1,0.0013463696105145055,0.0012100992689277118,0.3124273597162042,8.38636500725917e-06,0.4065040650406504
Canemousse,6.411283859592884e-05,0.00010643623303356609,0.28143335579964096,0.0,1.0
דגש חזק,0.0019554415771758293,0.0024287948515115954,0.32299644163341973,0.00018587439129495254,0.4005464480874317
Neel.arunabh,6.411283859592884e-05,7.10244750192144e-05,0.285591447959603,0.0,1.0
Banderas,6.411283859592884e-05,7.10244750192144e-05,0.285591447959603,0.0,1.0
Thomaszwilling,3.205641929796442e-05,3.345741784200321e-05,0.27264333872662533,0.0,0.0
Wostr,0.02526045840679596,0.01988088186944091,0.4074716092554832,0.004293304330556588,0.18995220557408135
Streetmathematician,0.0006090719666613239,0.001171404076452427,0.3205409432740553,1.437494430900287e-06,0.7953216374269005
Keikaname,3.205641929796442e-05,1.7698155971553217e-05,0.252429883999438,0.0,0.0
Aferghes,0.0,1.94203807960505e-27,0.0,0.0,0.0
Dvdgmz,0.00012822567719185767,0.00029805902720256565,0.2954641881467672,1.0764697127782605e-09,0.8333333333333334
ExplainsTrains,6.411283859592884e-05,0.0001741561372610929,0.2941973341462711,0.0,1.0
MartinGiese,0.0,1.94203807960505e-27,0.0,0.0,0.0
FogueraC,0.010001602820964899,0.009556245440833874,0.3700081323193129,0.00027266734981457204,0.31919366806826616
Gyimah006,0.0,1.94203807960505e-27,0.0,0.0,0.0
Solstag,0.0012822567719185766,0.001740400467067861,0.32382965097469935,5.387271465733813e-08,0.9641025641025641
Soumya-8974,0.00019233851578778652,8.548279015948552e-05,0.27261306184281336,1.7803881205694518e-07,0.4666666666666667
Marshallsumter,0.013367526847251163,0.022852733058080086,0.36462233219544526,2.437451367118588e-05,0.8876936912008855
ערן,0.020548164769995193,0.03311073247148147,0.3837616479721186,0.0001726638026339341,0.6600672776911076
Rudyardcrow,3.205641929796442e-05,7.090726838966984e-05,0.28558775638290673,0.0,0.0
Tol,0.032473152748837955,0.036574445447758716,0.39712991330932185,0.001398209698582425,0.3284261127086999
Cahyogunadi,0.0009296361596409682,0.0011315673711027035,0.31405722241721123,3.2255041055330976e-07,0.9679802955665024
Moebeus,0.028754608110274082,0.03585308934961776,0.39705140798006666,0.0006917943548079942,0.39125457875457875
Husky,0.011572367366565155,0.013287239148729904,0.36315398999080867,0.00011837001466216496,0.40321637426900586
Capmo,0.020259656996313512,0.018787673782638833,0.40056430910040086,0.00025819171305542185,0.37072458825653476
Jsoenyun,0.00022439493508575093,0.00020074734826828455,0.2925534036499889,6.811872224110445e-08,0.47619047619047616
73.202.12.249,0.0008014104824491104,0.0009264681259955077,0.3172409051325428,1.3175301436892584e-05,0.5366666666666666
Nstrc,0.0020195544157717584,0.0022234163470617337,0.3416357501360859,3.6906472455156014e-05,0.4644137224782386
Bencomp,3.205641929796442e-05,3.5937497464213836e-05,0.26946769275958105,0.0,0.0
DavidMCEddy,0.003141529091200513,0.003990164805353318,0.35939691902482,0.00024691765049047245,0.5064169997896065
Medvexxx,3.205641929796442e-05,7.090726838966984e-05,0.28558775638290673,0.0,0.0
Jsamwrites,0.01750280493668857,0.014874785547037597,0.3818580617890183,0.00043875319573777235,0.25181301878549583
Pintoch,0.061933002083667255,0.04861952379032011,0.41041601985865195,0.00397805151238167,0.1421468188743536
Solidest,0.005802211892931559,0.004731610727716293,0.3577616036830561,0.00011855397170958942,0.5204419889502763
176.199.145.251,9.616925789389326e-05,0.00014447013235694436,0.28838350667707585,5.395557603450418e-05,0.3333333333333333
Nojhan,0.0010899182561307902,0.0015964416941965695,0.31598863840175645,5.966591237502041e-06,0.6363636363636364
134.191.221.76,3.205641929796442e-05,2.781616924388875e-06,0.2270514818622396,0.0,0.0
Irønie,0.0013143131912165412,0.0016865094386558613,0.3109368047321945,0.00010388344837119362,0.8829268292682927
Cobanyastigi,0.0012181439333226478,0.0012532378639393573,0.3132601567731119,5.198638463484289e-08,0.9445234708392604
Circeus,0.015643532617406634,0.01331608207085164,0.39552319364573596,0.0004960226449336513,0.2725788534688794
Rtnf,0.0011540310947267191,0.001264505163408529,0.3091918999825183,4.7614998411749e-06,0.5047619047619047
Gabrielaltay,0.0,1.94203807960505e-27,0.0,0.0,0.0
Pau Colominas,0.0008655233210450393,0.001084066428348958,0.3304308087618271,5.885870104424776e-06,0.5584045584045584
Gloria sah,9.616925789389326e-05,0.00022533657345471286,0.28923672348764595,0.0,1.0
Theanswertolifetheuniverseandeverything,0.00016028209648982208,0.00021989463803602128,0.30926547588257014,1.6383852550879923e-07,0.8
Glenn,0.0014104824491104344,0.002211571027624939,0.3261962675995218,2.703241540742726e-06,0.6775898520084567
Sebotic,0.01458567078057381,0.01650035117972751,0.38039195614907906,0.00021291227215492265,0.5012538122670281
Alázhlis,3.205641929796442e-05,8.290862021661251e-05,0.2793057860896655,0.0,0.0
TTL,0.0,1.94203807960505e-27,0.0,0.0,0.0
Túrelio,0.0019554415771758293,0.002132312949145388,0.3271574725993338,1.6991661854406906e-05,0.7284153005464481
108.53.90.228,3.205641929796442e-05,8.678541593171985e-06,0.24232704057133406,0.0,0.0
Ipoellet,0.0021798365122615805,0.0027115895988263352,0.33074738917740737,6.788732943233797e-05,0.49122036874451275
Schwede66,0.02176630870331784,0.033360409819038615,0.387966664273562,0.0001589642403077494,0.6249125688045495
CubicCubes,0.00038467703157557304,0.00046726081653439023,0.2999731931767995,0.0,1.0
Michaelrhanson,0.00022439493508575093,0.0002723475999992809,0.312405271302435,1.8541196122157924e-06,0.7142857142857143
BillyDK,0.0,1.94203807960505e-27,0.0,0.0,0.0
Io Herodotus,0.00044878987017150186,0.0007027957044562041,0.3114057364733937,2.0881376512792874e-07,0.7362637362637363
Edelseider,0.0010258054175348614,0.0014509864845688232,0.3191518568918314,5.7050511038549956e-05,0.6512096774193549
93.106.211.240,3.205641929796442e-05,2.6313053488539922e-05,0.26412659562039964,0.0,0.0
Ermöglicht,3.205641929796442e-05,7.726668153123848e-05,0.2865768080970583,0.0,0.0
Stewi101015,0.0,1.94203807960505e-27,0.0,0.0,0.0
Ske,0.002853021317518833,0.003931794778205558,0.3605935205407258,3.515256080329517e-05,0.5572012257405515
Billdesmedt,0.00019233851578778652,0.00015722982961619193,0.3049120286647918,3.556624383190292e-07,0.4666666666666667
Izvan ormara,0.0,1.94203807960505e-27,0.0,0.0,0.0
Araujojoan96,6.411283859592884e-05,2.709887457486623e-05,0.26084610095572436,0.0,1.0
Pyb,0.011027408238499759,0.0164060460722516,0.3779970162027512,0.00032890409053590487,0.5763441589260289
Pincrete,6.411283859592884e-05,2.709887457486623e-05,0.26084610095572436,0.0,1.0
Dbalzer,0.0002885077736816798,0.00024528396155625877,0.2935913784921839,1.4990761265556652e-06,0.4166666666666667
François Malo-Renault,0.00016028209648982208,0.00012994973141906033,0.2874679677459543,3.372813416372154e-07,0.3
Kirilloparma,0.02929956723833948,0.020639270949996374,0.3935925748574983,0.0015149086465144838,0.16176502309216975
Pápiliunculus,9.616925789389326e-05,0.00012276455062262291,0.2915766040733076,2.0348648025809563e-08,0.6666666666666666
Julien1978,0.00022439493508575093,0.00032934228703077875,0.30641747471778,1.0709489390167263e-06,0.7142857142857143
Joostik,0.009136079499919859,0.007697204658717695,0.37835951633816506,0.0010698911465333704,0.324215468248085
OwenBlacker,0.006667735213976599,0.007282468367315218,0.37833360041526787,7.802354546067779e-05,0.400455221107395
111.30.228.221,0.0,1.94203807960505e-27,0.0,0.0,0.0
D2513850,0.0009296361596409682,0.001273958314795912,0.33062860045867964,1.4758325302650599e-06,0.770935960591133
Physikerwelt,0.0014104824491104344,0.0022593069858219987,0.3404145508998168,6.726005061709033e-06,0.6987315010570825
71.46.80.91,0.0011540310947267191,0.0010297285597363072,0.31601575645866076,0.0,1.0
M11rtinb,0.0007052412245552172,0.001032122842699975,0.31360698353537647,8.294986450248647e-07,0.6017316017316018
88.241.81.56,0.0,1.94203807960505e-27,0.0,0.0,0.0
77.3.233.85,0.00019233851578778652,0.00020625025697309574,0.29110023448642663,0.0,1.0
Profoss,0.00032056419297964416,0.00041725236143287246,0.3033171647430817,3.6747749689670154e-06,0.5555555555555556
Carlo Dani,0.00019233851578778652,0.00036913219542306384,0.2986351674986255,5.3955692988306354e-05,0.6
Vonvon,6.411283859592884e-05,9.582539984981545e-05,0.2829036403069364,0.0,1.0
WikiHannibal,0.0003526206122776086,0.000881418201784237,0.3440885469093726,0.0,1.0
Gpvos,0.0002885077736816798,0.0005023592248475686,0.31271921978529404,1.698793193981712e-06,0.7777777777777778
Mopskatze,0.00012822567719185767,0.00011286499494930104,0.28201891191252215,0.0,1.0
FranSisPac,0.0009296361596409682,0.000667818546931067,0.3051436447351814,2.5594105650712906e-06,0.4187192118226601
Silesianus,0.0022760057701554735,0.0024248997110758543,0.35318070874643626,4.263750162712548e-05,0.44668008048289737
Romanm,0.009200192338515788,0.00529906764340202,0.34547129293466783,0.00010816510871489037,0.737067810238542
Taxelson,3.205641929796442e-05,1.2222883116472564e-05,0.25119864471258624,0.0,0.0
Wintik,0.0003526206122776086,0.00040948545667505537,0.30977714586033495,5.684875331774082e-05,0.43636363636363634
Kacir,0.0011860875140246834,0.0014094058455435979,0.3264854828740219,5.596057574693651e-05,0.42792792792792794
Oriciu,0.00032056419297964416,0.0004956675496809796,0.3307226344891971,2.2661395928736974e-06,0.6888888888888889
WIKI-WOLVERINE,0.00012822567719185767,0.0001217193772907791,0.2963757843649082,3.4088970739794465e-09,0.6666666666666666
186.158.195.142,9.616925789389326e-05,0.00010854026014802849,0.2963519321429159,0.0,1.0
Barcex,0.000993748998236897,0.0010806858658517176,0.3422019329200609,8.46865032172555e-05,0.513978494623656
Hkoala,0.009456643692899502,0.0070446388954762225,0.3695377934878372,6.0583193517463006e-05,0.733817594834544
Azurfrog,0.0002885077736816798,0.00019332397873668593,0.28364820003403185,2.841906669861585e-07,0.7777777777777778
Staeiou,0.0,1.94203807960505e-27,0.0,0.0,0.0
Maksimilian karlovich,0.0,1.94203807960505e-27,0.0,0.0,0.0
Karl Oblique,0.007148581503446065,0.007307117649972107,0.3668502905232094,0.00034033211730436484,0.35632044600654467
BlackBeastofArgh,3.205641929796442e-05,8.067080938643676e-05,0.27966994426646596,0.0,0.0
Prot783,0.0,1.94203807960505e-27,0.0,0.0,0.0
CEM-air,0.0007052412245552172,0.0013790414212757108,0.32556659147180067,4.951264298760998e-07,0.8441558441558441
Ghiutun,0.00032056419297964416,0.0004959233621980395,0.2965547984893132,5.402679231861861e-05,0.6666666666666666
Wolverène,0.05039269113640006,0.04733231445297022,0.41690585143977377,0.0041331401552511466,0.2049819971720254
Nyuszika7H,0.0006411283859592883,0.0010941727141932191,0.3254514943516551,4.7556441029421665e-06,0.7052631578947368
Jogi don,0.0,1.94203807960505e-27,0.0,0.0,0.0
Jeppe visti,0.0,1.94203807960505e-27,0.0,0.0,0.0
Mcnabber091,0.0028850777368167975,0.0042445982270266,0.33924371761405886,6.452326686871954e-05,0.5982521847690387
Ankid,3.205641929796442e-05,1.5785434681789195e-05,0.2667124459432967,0.0,0.0
Rigadoun,0.009905433563071005,0.011668098792129393,0.38127816102733203,4.541016546885899e-05,0.6205816836884798
Nclm,0.002243949350857509,0.0017669788344023276,0.32916562025373297,1.1119009676192972e-05,0.7900621118012422
Pign8,0.0,1.94203807960505e-27,0.0,0.0,0.0
Cpartiot,0.0,1.94203807960505e-27,0.0,0.0,0.0
Manuchansu,0.0007693540631511461,0.0005284283675254397,0.2910733890659484,3.5341799413136255e-08,0.9420289855072463
ÀlexHinojo,0.00012822567719185767,0.00018447627299791056,0.2933808572402774,1.2602349962289099e-08,0.6666666666666666
Jcfidy,0.00660362237538067,0.009166017979166894,0.37399156335992295,5.737387399335312e-06,0.9422685294814113
Walter Klosse,0.0011540310947267191,0.0019627681984958224,0.3430254404982349,1.3974165080853298e-06,0.7619047619047619
Sangjinhwa,6.411283859592884e-05,0.00016328797831001551,0.2909775529705098,0.0,1.0
-revi,0.03664048725757333,0.045018741477047465,0.4109350989872744,0.0008683529457759197,0.35545075254384795
Hugopako,3.205641929796442e-05,8.907891504646865e-05,0.2894830533404629,0.0,0.0
NicoScribe,0.009520756531495433,0.009067858845344588,0.3681830022172179,0.00041869641036013745,0.2722950222950223
Joan Gené,0.0034941497034781215,0.002061392510757869,0.3409503803498528,3.57548873535696e-05,0.3944954128440367
HotaniKG,0.0003526206122776086,0.0001549520112720528,0.2853590648634267,0.0,1.0
Sijtze Reurich,0.00048084628946946624,0.0004346036959720587,0.3011548661066846,0.00027308781937325136,0.1619047619047619
Genderforschung,9.616925789389326e-05,0.0002176285069826873,0.2987239977427402,0.0,1.0
Nescio vos,6.411283859592884e-05,0.00014817394992090832,0.2946131718567175,0.0,1.0
Clunkherbs,0.0,1.94203807960505e-27,0.0,0.0,0.0
Vpab15,3.205641929796442e-05,7.726668153123848e-05,0.2865768080970583,0.0,0.0
Urhixidur,6.411283859592884e-05,0.00013173511181634138,0.3002422383987771,0.0,1.0
Fagmt,0.0007693540631511461,0.0009167746015138759,0.30268553966888345,3.865795638970572e-07,0.677536231884058
Шурбур,0.0,1.94203807960505e-27,0.0,0.0,0.0
2601:186:303:DCA1:5472:3EEF:C209:ADCB,3.205641929796442e-05,7.869842066740321e-05,0.2781069130085445,0.0,0.0
Jorges65,0.00019233851578778652,0.00010769449309612944,0.29632410940250553,0.0,1.0
Maria zaos,0.0015707645456002565,0.0021071975291935183,0.3416199028520087,1.078628739837057e-05,0.5994897959183674
Seav,0.004071165250841481,0.005559357417358205,0.35986522676196453,2.7751254478658112e-05,0.5660542432195975
Rbader7,0.0,1.94203807960505e-27,0.0,0.0,0.0
Acagastya,0.00012822567719185767,0.00010791394712323087,0.28602031946056505,4.6006698623361936e-09,0.6666666666666666
TheRandomIP,0.0015066517070043276,0.0016740130865972192,0.33583519178346827,2.6237647563990383e-06,0.8640148011100832
Gaetano56,0.0,1.94203807960505e-27,0.0,0.0,0.0
Ahmad-M Noofoory,0.0,1.94203807960505e-27,0.0,0.0,0.0
Roseohioresident,0.00044878987017150186,0.0008950121934347724,0.3078048676778836,4.170175739028732e-07,0.8791208791208791
Yanpas,3.205641929796442e-05,9.130453651219117e-05,0.2839763193369169,0.0,0.0
Yvonnejeneke,0.0,1.94203807960505e-27,0.0,0.0,0.0
Dada,0.0002885077736816798,0.0005151512944229071,0.29363039706888006,0.0,1.0
Place Clichy,0.005673986215739702,0.007583097184933984,0.36354837834319204,4.536216093533355e-05,0.4908834103749358
Tenbergen,0.0,1.94203807960505e-27,0.0,0.0,0.0
FakirNL,0.03773040551370412,0.03797584862204745,0.3977805591532832,0.00492580071746637,0.27773250336668226
Sammyday,0.0024683442859432603,0.0025177665055000757,0.3444748136370141,1.741932571556998e-05,0.7822966507177034
Stitchix,0.0,1.94203807960505e-27,0.0,0.0,0.0
ThomasBHickey,9.616925789389326e-05,0.0001275818235539308,0.2889038979673202,0.0,1.0
Riteshmmec,0.00019233851578778652,3.626171123548786e-05,0.2674809394316079,4.47722229046903e-05,0.4
Schofför,6.411283859592884e-05,6.54488964317858e-05,0.2782645322617516,0.0,1.0
77.176.206.45,6.411283859592884e-05,1.0971946522171114e-06,0.22602712659005011,0.0,1.0
89.13.23.30,6.411283859592884e-05,1.0971946522171114e-06,0.22602712659005011,0.0,1.0
MestskyVlk,6.411283859592884e-05,5.660571323374584e-05,0.28122916418944033,0.0,1.0
Jfblanc,9.616925789389326e-05,0.00015017044056448998,0.30499621199683613,3.3620695995086113e-07,0.6666666666666666
62.19.46.1,0.0,1.94203807960505e-27,0.0,0.0,0.0
94.36.6.10,3.205641929796442e-05,6.082784342667153e-05,0.2880451298782422,0.0,0.0
HolgerFroese,0.00019233851578778652,0.0003310585042670237,0.28936173084646266,0.0,1.0
Helmoony,0.016637281615643533,0.030271045724424406,0.3918196353311132,0.00014695172072922127,0.884467456721792
Arkanosis,0.023753806699791633,0.027142999476964268,0.40060062367730653,0.000717434773558099,0.3801692380639749
Queryzo,0.026158038147138966,0.036966319450149554,0.40646709833414546,0.00030947106068850475,0.493780825213521
Tomáš Páv,0.0,1.94203807960505e-27,0.0,0.0,0.0
Fanchb29,3.205641929796442e-05,8.751547389240525e-05,0.2820117124100226,0.0,0.0
Julius Tominius,6.411283859592884e-05,0.00010596394093378742,0.285698545214214,0.0,1.0
Escudero,0.0041993909280333384,0.006095745660728679,0.3730380670479817,2.4673806652919187e-05,0.6014092777451556
TorbenRahbekKoch,0.0,1.94203807960505e-27,0.0,0.0,0.0
Kjetilho,0.0018592723192819363,0.0011762488387228702,0.3167179230930892,0.0,1.0
113.161.220.7,3.205641929796442e-05,7.726668153123848e-05,0.2865768080970583,0.0,0.0
BrillLyle,0.0040070524122455525,0.005549573783491607,0.35733920323878454,4.594612011242963e-05,0.5890322580645161
Back ache,0.0024362878666452955,0.002397850503132742,0.3436657219283363,0.00010326759041601859,0.3792982456140351
Youni Verciti,3.205641929796442e-05,0.00010655635452898946,0.29630423921478993,0.0,0.0
Johann56,3.205641929796442e-05,7.509264413369669e-05,0.2759946734254086,0.0,0.0
MFH,0.00022439493508575093,0.00021691354973525577,0.2902474428482391,0.0,1.0
Jeanloujustine,0.00048084628946946624,0.0008820190856493442,0.3330759289803086,3.098648944514435e-07,0.8
2001:7D0:81DA:F780:105F:FE49:8FE5:2713,3.205641929796442e-05,3.5937497464213836e-05,0.26946769275958105,0.0,0.0
Jostar,0.0,1.94203807960505e-27,0.0,0.0,0.0
Saul ip,0.00022439493508575093,0.00022766905368405523,0.2910695544100705,0.0,1.0
Gerry1214,3.205641929796442e-05,8.603951502346979e-05,0.28169170625949297,0.0,0.0
Bodia1406,0.0,1.94203807960505e-27,0.0,0.0,0.0
B-noa,0.0024683442859432603,0.0024162665013038797,0.3368387241897001,0.00019241718118277764,0.4316473000683527
Beat Estermann,0.00746914569642571,0.00898979494750561,0.3802610167817082,0.00015871136779438804,0.459819446499926
Máté,0.020804616124378908,0.01918060193959561,0.4038149177901195,0.0008349909284380423,0.2892436607125873
Nxavar,0.0,1.94203807960505e-27,0.0,0.0,0.0
Pietervdvn,0.00012822567719185767,0.00019758236448978795,0.3160790500293392,6.472024023025888e-08,0.8333333333333334
FS100,0.00032056419297964416,0.0006862293659227453,0.3207270689252081,2.6672349763964596e-08,0.9777777777777777
Original747474,3.205641929796442e-05,7.090726838966984e-05,0.28558775638290673,0.0,0.0
2409:4042:238F:4FCA:0:0:231D:E0A1,3.205641929796442e-05,7.090726838966984e-05,0.28558775638290673,0.0,0.0
Dan Murphy,0.0,1.94203807960505e-27,0.0,0.0,0.0
Richard Nevell,0.019778810706844046,0.03195040201265166,0.38981484168550073,0.00015091739082617492,0.6791713149087542
Event,0.00012822567719185767,0.00029398595917298103,0.2928248213681835,0.0,1.0
Arch2all,0.007084468664850136,0.0074460601595462104,0.3547116669136547,0.00020962461594688377,0.38823529411764707
Waitak,0.00884757172623818,0.008414539608148829,0.342334489177874,2.714061451746026e-05,0.9795520421607378
RichardWeiss,0.0,1.94203807960505e-27,0.0,0.0,0.0
Mu301,0.0015387081263022922,0.0021815347908751173,0.32544190659828265,2.221237844634398e-06,0.5957446808510638
Averater,0.01814393332264786,0.03120136628821704,0.3697666247770047,4.683619779865963e-05,0.7788298570937178
2001:7D0:81F7:B580:98BE:B08E:26FC:6041,0.00019233851578778652,9.310587362505625e-05,0.2782960775544881,1.9918593101465413e-07,0.4666666666666667
2001:7D0:81F7:B580:4C8B:F26A:91F2:6EA,0.00012822567719185767,6.588825169350874e-05,0.2760463985038271,0.0,1.0
2001:7D0:88F1:6B80:DDC5:1967:435B:11B1,0.00012822567719185767,6.588825169350874e-05,0.2760463985038271,0.0,1.0
Apolo234,0.0,1.94203807960505e-27,0.0,0.0,0.0
Echando una mano,0.00016028209648982208,0.0002693803095778094,0.29282870241286696,1.3480354495225462e-07,0.6
Zone42,3.205641929796442e-05,1.7150046841935926e-05,0.2639435841333558,0.0,0.0
Gelingvistoj,3.205641929796442e-05,7.726668153123848e-05,0.2865768080970583,0.0,0.0
GimmeThatBook-Michael,0.0,1.94203807960505e-27,0.0,0.0,0.0
MCEllis,0.00012822567719185767,0.00025714529078989424,0.2908626329258927,1.7471185420301658e-07,0.8333333333333334
UKoch,6.411283859592884e-05,0.00015150895915125553,0.30471858324898365,0.0,1.0
IKhitron,0.01596409681038628,0.029923309146797535,0.39000062835697186,0.00013672781658780682,0.9460780748749525
Erasinos,0.0,1.94203807960505e-27,0.0,0.0,0.0
James Allison,6.411283859592884e-05,3.854242137804295e-05,0.2734904449718489,0.0,1.0
GTB-Michael,0.0,1.94203807960505e-27,0.0,0.0,0.0
Tohaomg,0.005257252764866165,0.007415504781018875,0.364207599311785,9.645069395269704e-06,0.7487655244650606
Anthony59999,0.0005770155473633596,0.0007987078541500654,0.3161468927101783,2.094128568824678e-06,0.7450980392156863
Ruppert,0.0,1.94203807960505e-27,0.0,0.0,0.0
Geohakkeri,0.003750601057861837,0.006315433733470006,0.36757046644457997,6.971626969732501e-05,0.6784556439728854
Dipa1965,9.616925789389326e-05,6.949169732124644e-05,0.27400259936318194,0.0,1.0
Lesponne,3.205641929796442e-05,8.603951502346979e-05,0.28169170625949297,0.0,0.0
Anonymous_username_12,9.616925789389326e-05,7.826441458848231e-05,0.27920342714768753,0.0,1.0
Nomen ad hoc,0.046033018111876906,0.04010495250522225,0.4165599954194236,0.0032260887947992787,0.18759038366348646
Droit de retrait 03,0.001987497996473794,0.003264675761985046,0.3556709798459539,3.7632774361087955e-05,0.7244843997884717
A,0.002981246994710691,0.004104344623276561,0.34794131556482477,2.5860749064356878e-05,0.5516596540439458
Nytsuga,3.205641929796442e-05,2.1090013105760627e-05,0.25617333670026216,0.0,0.0
KaiKemmann,0.012886680557781695,0.012777206375819845,0.3682689201761978,7.10149105252703e-05,0.6291361149365392
Chaoborus,0.004808462894694662,0.006157873399486924,0.37023134253386303,1.714895157254042e-05,0.9097986577181209
Humanisator,0.005577816957845809,0.00450653006480402,0.34422793214899056,3.0910862019369175e-05,0.5205634177131088
