editors,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,clustering_coifficient
Gettinwikiwidit,0.013776484495771573,0.014235742615532941,0.34074689260540614,3.7250049960569804e-05,0.6271064192511966
Amalaswintha08,0.0007729380740201873,0.00064427446809336,0.2690249126072697,5.000375300559208e-07,0.7058823529411765
SandyGeorgia,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Jonesey95,0.00022733472765299628,0.00018715402294515086,0.253996358730506,3.101451940911405e-09,0.8
Baummapper,4.546694553059925e-05,1.6258629767881848e-05,0.22722539697313057,0.0,0.0
Lepticed7,0.0030008184050195506,0.001920661857763331,0.28751394876570147,6.088980705072607e-06,0.7132867132867133
Delirium,0.0033645539692643447,0.004779494630967265,0.30447679298261987,6.078465476668095e-06,0.7545353572750833
DavydhT,0.000181867782122397,0.00027940817290062197,0.2589153802299705,0.0,1.0
SombreSanglier,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0
Baidax,0.006365372374283896,0.00599422693463627,0.3151416347795664,0.00010309441872637614,0.4199383350462487
LotsofTheories,0.001091206692734382,0.0013497845568517636,0.2840032405571595,1.3405240856624993e-07,0.7028985507246377
Cham,4.546694553059925e-05,2.349444245674631e-05,0.2293608833454248,0.0,0.0
Wikitect,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Dinamik,0.00013640083659179774,9.522679427293699e-06,0.22084977727955565,0.0,1.0
Julett blum,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Krkrkrme,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Alessandro Marchetti (WMIT),0.000363735564244794,0.00044816473828116854,0.26456352092593194,3.2628956477297294e-07,0.6785714285714286
Kuupanyu,9.09338910611985e-05,0.00012356355317665046,0.2562028802344593,0.0,1.0
Northernhenge,4.546694553059925e-05,9.401479658963318e-05,0.2467253096005266,0.0,0.0
Vesan99,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Akaniji,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Ricky Lagardière,0.0,4.9720417613335086e-27,0.0,0.0,0.0
FatBrioche,0.0,4.9720417613335086e-27,0.0,0.0,0.0
DrSlump1,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0
Eirikr,0.002318814222060562,0.002481316325157662,0.27906202427979726,6.724150339074322e-08,0.9701960784313726
Martinum4,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Ecelan,0.0024552150586523596,0.0013132735717269626,0.2898417698404274,2.4259246201878576e-05,0.5541579315164221
Yurakum,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0
ВотанБатан,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Vincentvikram,0.00045466945530599255,0.00044461558899180003,0.2709753907589103,2.5566646685172954e-07,0.9333333333333333
MossCulturer,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0
Namewhatsin,0.00031826861871419476,6.67336148727302e-19,0.00031826861871419476,0.0,1.0
3Comisura,0.00031826861871419476,6.67336148727302e-19,0.00031826861871419476,0.0,1.0
NavjotSingh43,0.00031826861871419476,6.67336148727302e-19,0.00031826861871419476,0.0,1.0
DataAnalyticsSir,0.00031826861871419476,6.67336148727302e-19,0.00031826861871419476,0.0,1.0
Unprepossessing,0.00031826861871419476,6.67336148727302e-19,0.00031826861871419476,0.0,1.0
StrawsRule,0.00031826861871419476,6.67336148727302e-19,0.00031826861871419476,0.0,1.0
Y4eadeay,0.00031826861871419476,6.67336148727302e-19,0.00031826861871419476,0.0,1.0
Helper239839,0.00031826861871419476,6.67336148727302e-19,0.00031826861871419476,0.0,1.0
Helpfulfella4,9.09338910611985e-05,3.9600821016492984e-22,0.00012124518808159801,0.0,1.0
Sedorkis,9.09338910611985e-05,3.9600821016492984e-22,0.00012124518808159801,0.0,1.0
Awesomeperosnsu8,0.000181867782122397,6.183877499823323e-22,0.000181867782122397,1.6538697051097805e-08,0.3333333333333333
Industan32,9.09338910611985e-05,3.9600821016492984e-22,0.00012124518808159801,0.0,1.0
Uijk7yuhi,9.09338910611985e-05,3.9600821016492984e-22,0.00012124518808159801,0.0,1.0
Freso,0.0020914794944075655,0.0026566839057336994,0.2928267373134071,1.840823898255298e-06,0.7101449275362319
Duffadash,0.000181867782122397,0.00025545651353701715,0.258021657601037,6.684527880627455e-05,0.5
Spækket Mælk,4.546694553059925e-05,4.632882058018504e-07,0.19098909873174622,0.0,0.0
Mercy,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0
Eewilson,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Guido den Broeder,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Hooman Mallahzadeh,0.00031826861871419476,0.0005007618183986514,0.271979944943284,2.174923136431848e-07,0.8571428571428571
Fusil,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0
Teutonmiele,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Xvazquez,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Pansosh,0.000181867782122397,0.00025939300475079927,0.26457529972121824,1.935696580584469e-08,0.6666666666666666
F. Riedelio,0.00045466945530599255,0.0007925880549231913,0.28343432652270445,1.069387918765781e-08,0.9111111111111111
Baptx,4.546694553059925e-05,0.00010763559440265712,0.25430613689824905,0.0,0.0
Eli.conacento,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Cjc7373,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0
Swicher,0.000181867782122397,0.00024223161055316063,0.2606071923447916,0.0,1.0
ShiehJ,0.0019096117122851686,0.0019423221359956644,0.29863941941998506,8.203556220117536e-06,0.47851335656213706
Methodios,0.00013640083659179774,2.0623181845820596e-05,0.22751682869267345,6.68470497573211e-05,0.0
Phil Boswell,0.013276348094934982,0.011326256155213982,0.3237958811659284,8.541757928736703e-06,0.8493621428235183
AleatoryPonderings,0.0020914794944075655,0.002412158352029612,0.29456124350235613,4.1431886862627295e-06,0.6202898550724638
AtomicSource,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Mapmarks,0.0026370828407747565,0.0010862842473077319,0.27451787998791005,5.215737804079429e-06,0.9171203871748337
IanVG,0.0,4.9720417613335086e-27,0.0,0.0,0.0
НСНУ,0.0006365372374283895,0.0006415132077720336,0.27324301938240725,0.0,1.0
MeLis Adragun,0.0,4.9720417613335086e-27,0.0,0.0,0.0
PhilMINT,0.0011366736382649814,0.0012652089151657163,0.2869793942792845,4.724612103671616e-06,0.6133333333333333
GiFontenelle,0.001454942256979176,0.0015757222898386233,0.2827801954336561,1.9815262041575356e-06,0.5987903225806451
Alex1611,4.546694553059925e-05,3.846674091762236e-06,0.20849489718580066,0.0,0.0
GreenComputer,0.003228153132672547,0.0023132049549814105,0.287194365312115,2.2095307406878804e-06,0.7665995975855131
Perryprog,0.01782304264799491,0.024232015226011747,0.34102064771251483,5.4160135241503716e-05,0.8219244219426901
Flycatchr,4.546694553059925e-05,8.31974162521817e-05,0.2539095390646364,0.0,0.0
Akira YL,4.546694553059925e-05,0.00010013105336006953,0.24981611766597794,0.0,0.0
Briaguya,0.002682549786305356,0.0019163027540786313,0.284315757579039,0.0,1.0
Migrant,0.017504774029280714,0.015797463372395175,0.3385050728853228,0.0003498373768648595,0.4164637445887446
Zackarired,4.546694553059925e-05,8.31974162521817e-05,0.2539095390646364,0.0,0.0
Skimel,0.0033645539692643447,0.002433952494881179,0.2939565595092147,6.978668451454218e-06,0.686782673084043
Sideswipe9th,4.546694553059925e-05,2.859515288607136e-05,0.23390178918931312,0.0,0.0
गहराई,0.0002728016731835955,0.0004724557045241051,0.26977600358808257,3.8956168736258965e-06,0.6666666666666666
Mongoose145,0.0,4.9720417613335086e-27,0.0,0.0,0.0
GreenVolvox,9.09338910611985e-05,0.00014492557894768852,0.2570506653562421,0.0,1.0
Sabelöga,0.011230335546058016,0.011969694665805306,0.33739997768910934,0.00010818842145956022,0.7318060629999013
Kanjuzi,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Patrick.Delbecq,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Musuruan,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0
Ookrainer,0.0,4.9720417613335086e-27,0.0,0.0,0.0
George Ho,0.0007729380740201873,0.0013075111265690284,0.28646753631267485,3.3856600024546454e-08,0.8970588235294118
Gnrc,0.0002728016731835955,0.00031102064611108755,0.2728603612212812,2.28646060977628e-06,0.5333333333333333
Elrond1 2eleven,4.546694553059925e-05,7.765455132318995e-06,0.2168129376131301,0.0,0.0
Vaspmo,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Hardscarf,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0
KarenJoyce,0.0,4.9720417613335086e-27,0.0,0.0,0.0
March Fox,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0
Giu.gent93,0.00013640083659179774,0.00030696901427880663,0.26995370145766384,0.0,1.0
Ajeeshkumar4u,9.09338910611985e-05,0.00016797820442945147,0.256390793297018,0.0,1.0
Enric,0.00013640083659179774,0.00013817228972872681,0.2562139263188016,0.0,1.0
Hhegebe,9.09338910611985e-05,4.753951588934488e-05,0.2373679697644658,0.0,1.0
AmarilisMGC,0.0010457397472037827,0.0010660829135066628,0.27993620873063496,2.9027783782846455e-06,0.5019762845849802
Regurus,4.546694553059925e-05,8.31974162521817e-05,0.2539095390646364,0.0,0.0
AttoRenato,0.011366736382649813,0.012071977415263533,0.3339491883696703,5.501594256943017e-05,0.6248032128514056
Emain Macha,0.000181867782122397,0.00016376782417954508,0.26507095798377645,2.019622988788709e-09,0.6666666666666666
Trscavo,0.0,4.9720417613335086e-27,0.0,0.0,0.0
The coffee machine,0.00013640083659179774,2.4573580307551807e-07,0.18544337916519582,0.0,1.0
Oleh z Kalusha,0.0,4.9720417613335086e-27,0.0,0.0,0.0
IMB Media Private Limited,0.00013640083659179774,0.00020717889087334385,0.26222287069115424,0.0,1.0
Karhennettu turtana,4.546694553059925e-05,0.00010311251657343134,0.25767483174149736,0.0,0.0
Bogdanov-62,4.546694553059925e-05,4.890990836230611e-07,0.1938771612168502,0.0,0.0
عباد ديرانية,0.0014094753114485769,0.0011675926330252018,0.2861985073703662,0.0,1.0
Cdang,0.000181867782122397,0.0002828515877345059,0.2534384939883267,8.008787374218643e-10,0.8333333333333334
Opera hat,0.00045466945530599255,0.0005272355934204172,0.26898229335256796,6.413778352424982e-07,0.6
Info.abstracta,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Smarti,4.546694553059925e-05,8.301063885326934e-05,0.2528884551273792,0.0,0.0
Jorge Ledesma Paz,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Dave.Dunford,0.0012276075293261798,0.0010395978375660046,0.2836034077998608,6.898370889030652e-05,0.5811965811965812
RScheiber,0.000727471128489588,0.000972314863507131,0.27904236879479183,3.7666399342810545e-08,0.9833333333333333
Алфа БК,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Dharmadana,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Veinticuatro de Jahén,4.546694553059925e-05,2.436227142761076e-05,0.23276574321060237,0.0,0.0
Balyozxane,0.005228698736018914,0.003984815252994858,0.30849148945094523,1.2117195617644285e-05,0.6962623951182304
Davileci,0.00013640083659179774,9.722564877731267e-05,0.24484974792601238,4.760345649890415e-09,0.0
Shirpaaal,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Fabiwanne,0.000363735564244794,0.0005175501593384965,0.27119179514618186,0.0,1.0
Tdunsky,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Wolfch,0.0005910702918977903,0.0007009400348473561,0.26992304719468946,1.7759408778963342e-06,0.5641025641025641
Innisfree987,0.0006365372374283895,0.00040637749909191474,0.26607978002320604,4.820355662261907e-07,0.7912087912087912
Geolina163,9.09338910611985e-05,0.00011110762788215734,0.25082837274346964,0.0,1.0
N.Longo,0.00022733472765299628,0.00029138508320138097,0.26518332881314993,1.2761858646856771e-06,0.6
Dočasník204,0.00013640083659179774,8.369113353587497e-05,0.25289921725416137,0.0,1.0
Rodrigolopes,0.002364281167591161,0.002677192290551537,0.2908916641557729,9.69851239883326e-07,0.7782805429864253
Agapito Malteni,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Wireonek,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Flxrdl,0.00013640083659179774,2.2635858846415057e-05,0.2311541243961446,0.0,1.0
FkMohr,9.09338910611985e-05,2.7188270197357647e-05,0.2372116320867908,6.684527880627451e-05,0.0
Skim,0.011366736382649813,0.010057653123185958,0.33255691580840446,0.0003104344961856076,0.39511646586345384
Cocoonis,4.546694553059925e-05,0.00011091716976224381,0.2566066803565984,0.0,0.0
SilOli,0.0006365372374283895,0.0003674053431851016,0.26266910391788734,0.0,1.0
Bossmom89,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Cornellier,0.0006820041829589888,0.0006758628936702234,0.2786694399549019,1.674500048654223e-06,0.6761904761904762
Thecurran,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Adin-Atherton,0.000181867782122397,0.00010116254894318676,0.2545294274349838,0.0,1.0
Z thomas,0.003773756479039738,0.0036698162019495667,0.3078362976009886,8.385810957296852e-05,0.43138407287687336
Stefan Kühn,0.0033190870237337455,0.0030354098575598263,0.30310240778528424,0.00014542655990806613,0.4497716894977169
Theodor Ludenhof,0.0,4.9720417613335086e-27,0.0,0.0,0.0
MikaelF,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Hobbsansak,0.0,4.9720417613335086e-27,0.0,0.0,0.0
HHill,0.011184868600527417,0.011188878141926402,0.32721908523970505,3.78840792314301e-05,0.5592832254853161
Santer,0.0006820041829589888,0.0007983281255399275,0.2759583833865789,4.843835724437562e-07,0.6190476190476191
Marcus.linneberg,4.546694553059925e-05,3.0576221349638495e-05,0.2363436926120857,0.0,0.0
HaltlosePersonalityDisorder,0.0,4.9720417613335086e-27,0.0,0.0,0.0
VadimSPb78,4.546694553059925e-05,8.301063885326934e-05,0.2528884551273792,0.0,0.0
Tamelghaghet,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Sagivrash,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Koen WikiTree,0.0002728016731835955,7.274869690322204e-05,0.24370005360009364,7.979769196572021e-08,0.4
Alfred Heiligenbrunner,0.0,4.9720417613335086e-27,0.0,0.0,0.0
حبيشان,0.0004092025097753933,0.0004067264763507834,0.25928818041966417,6.524987307372355e-08,0.6944444444444444
ÉtoileAnthon,0.0,4.9720417613335086e-27,0.0,0.0,0.0
E.Doornbusch,0.00013640083659179774,5.956307253816395e-05,0.23982992542075926,6.684527880627458e-05,0.3333333333333333
Liam McM,9.09338910611985e-05,0.00016036825876786237,0.2487026640874797,0.0,1.0
BlauerBaum,0.000181867782122397,0.00026077428346574135,0.2613636718581292,1.259363738852908e-06,0.5
Miebner,0.0002728016731835955,0.0002938487494912,0.264769801378435,1.1421578635732516e-07,0.5333333333333333
Konkordia,9.09338910611985e-05,0.00018874050139096665,0.2518328554736003,0.0,1.0
Ferdinand0101,9.09338910611985e-05,6.430930874551163e-05,0.23901483356949216,0.0,1.0
NantucketHistory,4.546694553059925e-05,5.993373164792585e-05,0.23581380556093265,0.0,0.0
Atomiccocktail,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Will (Wiki Ed),0.0011821405837955806,0.0011019830651089826,0.27712947079713124,3.317422988185435e-06,0.5292307692307693
Sammy,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Nimrodbr,9.09338910611985e-05,8.656048888937038e-05,0.2439050999215368,0.0,1.0
NeimWiki,4.546694553059925e-05,8.301063885326934e-05,0.2528884551273792,0.0,0.0
Villr99,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Mboesch,0.0010002728016731835,0.0001250515456603887,0.25530033110101313,0.0,1.0
Melkom,4.546694553059925e-05,7.765455132318995e-06,0.2168129376131301,0.0,0.0
TZubiri,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Derugon,9.09338910611985e-05,2.988752778561118e-05,0.23341486702560083,0.0,1.0
Maudslay II,9.09338910611985e-05,0.0001593518591221094,0.25680628366017516,0.0,1.0
Éric Messel-2,0.0,4.9720417613335086e-27,0.0,0.0,0.0
SergeWoodzing,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Rodw,4.546694553059925e-05,0.00011091716976224381,0.2566066803565984,0.0,0.0
LargeEddy,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Ismoon,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Hsraatz,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Caftaric,0.0002728016731835955,0.0003155660022912616,0.26061862148225085,0.0,1.0
Rdmpage,0.007774847685732472,0.007282837822933475,0.32476027035212085,0.00014850038413233624,0.4325421396628827
Alessio.bandini,0.00022733472765299628,0.0003551929933514567,0.2652365903610035,0.0,1.0
Igranot,4.546694553059925e-05,1.406423782868288e-06,0.19528518450364873,0.0,0.0
Ɛs Huvər,0.0,4.9720417613335086e-27,0.0,0.0,0.0
PeltonMan,0.00045466945530599255,0.00038080788462268905,0.2575352462421791,0.0,1.0
Rockpeterson,0.018459579885423297,0.015261456083225964,0.3415792962804014,0.0006660893976800589,0.3873015873015873
Ransara Jey,0.000363735564244794,0.0005574476143847057,0.270950680817886,4.426361461097267e-08,0.7857142857142857
Uxh,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Sasper,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Ghaly,0.000181867782122397,0.00024284170044571476,0.25496077771744824,7.251696892924469e-10,0.6666666666666666
Frank Geerlings,0.0007729380740201873,0.0011526300051254994,0.2843225590659913,1.1986359698262592e-06,0.8602941176470589
KnightofFaerië,4.546694553059925e-05,2.5456853818027564e-24,4.546694553059925e-05,0.0,0.0
Pst,4.546694553059925e-05,3.25893285890092e-05,0.23779063691081923,0.0,0.0
Mafrivo,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Amble,4.546694553059925e-05,4.005702352431892e-05,0.23993644118454763,0.0,0.0
Matthias.Wolf,0.0015004092025097753,0.0012512253848462264,0.28677858348799745,9.690102061550874e-08,0.9261363636363636
Ernsts,0.002000545603346367,0.0012131062221324056,0.2803191493685362,8.335927987571123e-07,0.9312896405919662
Enwebb,0.000363735564244794,0.0005454001741456685,0.2748543456379577,9.398792815762603e-08,0.8571428571428571
Baobabjm,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Hwem,0.0009093389106119851,0.0012291236546166189,0.28462896314573766,2.272226437973382e-07,0.8526315789473684
Александр Миронов 1954,0.00031826861871419476,0.0005135494541482854,0.27304214693828405,1.1297905554487907e-08,0.8571428571428571
Davidwr,0.0,4.9720417613335086e-27,0.0,0.0,0.0
EnbyWarrior,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Tehonk,0.008911521323997454,0.009872410096659914,0.32838536772515586,7.274563039926084e-05,0.9562009419152276
Nightcrafter,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Sandesh9822,9.09338910611985e-05,2.301952493525481e-05,0.22622200338948129,1.4930768171129964e-09,0.0
Olos88,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Almorca,0.00022733472765299628,0.00021277662547174915,0.2664137813609918,8.422476636621103e-09,0.9
Илиев2010,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Soleincitta,0.0007729380740201873,0.0007549944124039971,0.2803918942643335,2.0819651437690526e-06,0.6617647058823529
ЩЩЩ,9.09338910611985e-05,0.00014853748086584757,0.243096922011752,0.0,1.0
LightningComplexFire,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Marjan Tomki SI,9.09338910611985e-05,0.00018859775414693848,0.26542021068082283,0.0,1.0
Itramonozoi,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Archiverlandson,9.09338910611985e-05,0.00011262745445142815,0.246270313795333,0.0,1.0
Petermr,0.0028189506228971538,0.0024672178281905013,0.2910341254242756,8.356125720438174e-06,0.5198307773664728
LikeAVVirgin,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Zythème,0.0,4.9720417613335086e-27,0.0,0.0,0.0
PKalnai,0.0,4.9720417613335086e-27,0.0,0.0,0.0
We El,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Mdd,0.0005001364008365918,0.0006691711114185638,0.2747145805768437,2.607039567315056e-06,0.5454545454545454
Gwikor Frank,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Noelindemuth,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Cataleirxs,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Quarz,0.007047376557242884,0.007079562503851814,0.3125723651924197,1.4630976683367566e-05,0.8125680770842061
HaEr48,0.00013640083659179774,0.00013107291887471556,0.25383904177686917,6.684527880627456e-05,0.3333333333333333
Anisa Amachraa,4.546694553059925e-05,2.3780002157253251e-07,0.18868773300221572,0.0,0.0
PatriaHannibalis,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Johentsch,0.00013640083659179774,0.00018256251380724338,0.2566898106793782,0.0,1.0
Liao,9.09338910611985e-05,0.00014492581572165563,0.25565728697275847,0.0,1.0
Tavarajuna,4.546694553059925e-05,4.09787340752394e-05,0.23875076061301634,0.0,0.0
Tupungato,9.09338910611985e-05,0.0001293751643553843,0.2560097278207123,0.0,1.0
Mzajac,0.0020460125488769663,0.002384799718078057,0.3033422223546251,6.456695321721429e-06,0.6363636363636364
Æo,4.546694553059925e-05,4.375191799573738e-06,0.2131768983566188,0.0,0.0
AndrewRT,0.0013185414203873782,0.001044674648470071,0.27776418271229913,7.160470737426419e-06,0.4827586206896552
Fyreni,9.09338910611985e-05,5.344014340013811e-05,0.2438900848328935,1.1307066453415616e-08,0.0
Espresso Addict,0.0,4.9720417613335086e-27,0.0,0.0,0.0
MyRobotron,0.00013640083659179774,0.00021267269874127717,0.25669535461602483,0.0,1.0
Rlbberlin,0.00013640083659179774,0.00022405991199323183,0.26368894047604036,2.076913741335971e-08,0.6666666666666666
VladoubidoOo,0.0,4.9720417613335086e-27,0.0,0.0,0.0
伟思礼,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Stevie fae Scotland,4.546694553059925e-05,5.154526336467868e-05,0.2437450342297444,0.0,0.0
Siatico,4.546694553059925e-05,6.495556385495609e-06,0.2076099010284476,0.0,0.0
Aseleste,0.003455487860325543,0.0035818231184289954,0.2893126168807129,7.040441059670766e-05,0.7129824561403508
Eplack,4.546694553059925e-05,0.00011187277317287154,0.25623602134521745,0.0,0.0
Datteri,4.546694553059925e-05,0.00010722899837767502,0.25424085766399773,0.0,0.0
Smyru,4.546694553059925e-05,8.301063885326934e-05,0.2528884551273792,0.0,0.0
Tiven2240,0.008047649358916067,0.012222023165201051,0.3264730562855807,7.796366446678633e-05,0.9641114535182331
Filozofo,0.0,4.9720417613335086e-27,0.0,0.0,0.0
New-Nawulf,0.0,4.9720417613335086e-27,0.0,0.0,0.0
RogerNiceEyes,9.09338910611985e-05,0.00013074796419027137,0.2537035800387766,0.0,1.0
R. J. Mathar,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Wilhelmus Legrant,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Dendresen,0.0012276075293261798,0.0007048108423727248,0.2679574256358148,2.0954317341005763e-06,0.5669515669515669
Rubberduck52,0.0002728016731835955,0.00036604417920767533,0.26825377181592935,0.0,1.0
Hans Kastellano,0.0002728016731835955,0.00036604417920767533,0.26825377181592935,0.0,1.0
Lantuszka,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Zvpunry,0.00013640083659179774,0.0001869925053535349,0.2525767514042113,0.0,1.0
Victor Schmidt,9.09338910611985e-05,7.685053642769364e-05,0.24565440895532567,0.0,1.0
Fwaff,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Jo1971,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Whatisbetter,0.001955078657815768,0.0012486215687639512,0.2832789497110441,7.098109648940805e-07,0.9745293466223699
Libcuri,4.546694553059925e-05,5.0060643601705416e-05,0.2454768286774597,0.0,0.0
HaShumai,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Mnafisalmukhdi1,0.0004092025097753933,0.0004144723286123749,0.26972702464770715,4.58384624498422e-07,0.7777777777777778
Patrik L.,0.00022733472765299628,0.00015706272891713896,0.25112516087889974,2.466304925988866e-09,0.5
ArchivalEmily,9.09338910611985e-05,0.0001242911760562662,0.256363141737162,0.0,1.0
Sti,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Jr pia bint,0.0,4.9720417613335086e-27,0.0,0.0,0.0
慈姑鑑真,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Acoteleg,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Scottandrewhutchins,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Julian Jarosch (digicademy),0.000545603346367191,0.0006021041511423318,0.2767423013033871,4.23743421940908e-06,0.5606060606060606
Khoshhat,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0
Maimaid,0.0010002728016731835,0.0001250515456603887,0.25530033110101313,0.0,1.0
Klaas van Buiten,0.001955078657815768,0.002100606661235329,0.2952784182772246,7.305787939061828e-05,0.5559246954595792
MassimoDellaPena,0.0,4.9720417613335086e-27,0.0,0.0,0.0
AlienFood,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Ricardalovesmonuments,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Youyouca,0.0010002728016731835,0.0004658044215548818,0.26514191795111247,0.00020121236024088908,0.5627705627705628
Vero Marino,0.009229789942711649,0.012756802222186801,0.3279413833142919,5.7798350630865344e-05,0.7904209140125835
Saumier,0.001454942256979176,0.0011582741802810932,0.2811746300940754,5.475528756303201e-06,0.5987903225806451
Boss-well63,0.000545603346367191,0.0005045516707341564,0.2685325714883996,9.067562605381767e-08,0.48484848484848486
Чръный человек,0.00013640083659179774,0.00012875788281290805,0.2648346988296396,3.2425960409051353e-07,0.6666666666666666
Vmzp85,4.546694553059925e-05,3.6351019796756416e-05,0.2393758758952804,0.0,0.0
MBH,0.022142402473401837,0.03178199594534054,0.34057113915056925,7.326750390423267e-05,0.8278449565239435
JMK,0.001273074474856779,0.0017231729629819774,0.29030193727746184,1.4497428846048785e-06,0.7222222222222222
Will Hanley,0.000181867782122397,0.00033543420684943365,0.2683506799294777,0.0,1.0
Kaffedrikkendepinscher,0.00013640083659179774,0.00015882537573013678,0.2553442103312114,0.0,1.0
CalendulaAsteraceae,9.09338910611985e-05,7.101763068770839e-05,0.2421706592378778,6.684527880627454e-05,0.0
Esc0fans,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Funkhauser,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Nick.mon,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Mringgaard,0.0005001364008365918,0.0006720139801624754,0.2760930034862611,2.1417658238882861e-07,0.7454545454545455
LuxorCZ,4.546694553059925e-05,0.00010311251657343134,0.25767483174149736,0.0,0.0
Tawdle,9.09338910611985e-05,9.620758220721856e-05,0.2501473620709399,0.0,1.0
R. S. Shaw,0.00013640083659179774,0.00020149900104157685,0.25757431493566885,3.8957267684046196e-07,0.6666666666666666
Iniquity,0.0018641447667545694,0.0023161426621983827,0.2969976414132782,6.807651328114116e-05,0.6109756097560975
Dorianjay,0.0,4.9720417613335086e-27,0.0,0.0,0.0
Dietzel65,0.0,4.9720417613335086e-27,0.0,0.0,0.0
VoidWanderer,0.008866054378466855,0.0027486280804946426,0.2813343657169097,1.5315475807105061e-06,0.9919111816019033
Anonymous Agent,0.0013640083659179777,0.0006413209527398807,0.27129083802959525,9.256868033009208e-07,0.8919540229885058
